,Name,Venue,Round,Squad,Opponent,Min,xG,xA,Touches
5154,Mason Holgate,Away,Matchweek 2,Everton,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5155,Mason Holgate,Away,Matchweek 3,Everton,Brighton,90,0.0,0.0,45
5156,Mason Holgate,Home,Matchweek 4,Everton,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5157,Mason Holgate,Away,Matchweek 5,Everton,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5158,Mason Holgate,Home,Matchweek 6,Everton,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5159,Mason Holgate,Away,Matchweek 7,Everton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5160,Mason Holgate,Home,Matchweek 8,Everton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5161,Mason Holgate,Home,Matchweek 9,Everton,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5162,Mason Holgate,Away,Matchweek 10,Everton,Wolves,90,0.2,0.0,52
5163,Mason Holgate,Home,Matchweek 11,Everton,Tottenham,8,0.0,0.0,4
5164,Mason Holgate,Home,Matchweek 15,Everton,Arsenal,60,0.0,0.0,36
5165,Mason Holgate,Away,Matchweek 16,Everton,Crystal Palace,90,0.0,0.0,59
5166,Mason Holgate,Away,Matchweek 17,Everton,Chelsea,90,0.0,0.0,21
5167,Mason Holgate,Home,Matchweek 21,Everton,Brighton,90,0.0,0.0,65
5168,Mason Holgate,Away,Matchweek 22,Everton,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5169,Mason Holgate,Home,Matchweek 23,Everton,Aston Villa,90,0.0,0.0,56
5170,Mason Holgate,Away,Matchweek 24,Everton,Newcastle Utd,90,0.2,0.0,46
5171,Mason Holgate,Home,Matchweek 25,Everton,Leeds United,90,0.0,0.0,36
5172,Mason Holgate,Away,Matchweek 26,Everton,Southampton,90,0.0,0.0,45
5173,Mason Holgate,Home,Matchweek 27,Everton,Manchester City,90,0.0,0.0,53
5174,Mason Holgate,Away,Matchweek 28,Everton,Tottenham,90,0.0,0.0,79
5175,Mason Holgate,Home,Matchweek 29,Everton,Wolves,90,0.0,0.0,73
5176,Mason Holgate,Home,Matchweek 20,Everton,Newcastle Utd,90,0.0,0.0,41
5177,Mason Holgate,Away,Matchweek 31,Everton,West Ham,90,0.1,0.0,52
5178,Mason Holgate,Away,Matchweek 19,Everton,Burnley,86,0.0,0.0,45
5179,Mason Holgate,Home,Matchweek 32,Everton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5180,Mason Holgate,Home,Matchweek 18,Everton,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5181,Mason Holgate,Away,Matchweek 34,Everton,Liverpool,90,0.0,0.0,16
5182,Mason Holgate,Home,Matchweek 35,Everton,Chelsea,90,0.0,0.0,24
5183,Mason Holgate,Away,Matchweek 36,Everton,Leicester City,90,0.5,0.0,25
5184,Mason Holgate,Away,Matchweek 30,Everton,Watford,90,0.0,0.0,45
5185,Mason Holgate,Home,Matchweek 37,Everton,Brentford,90,0.0,0.0,21
5186,Mason Holgate,Home,Matchweek 33,Everton,Crystal Palace,90,0.0,0.1,40
5187,Mason Holgate,Away,Matchweek 38,Everton,Arsenal,90,0.0,0.0,30
5188,Callum Hudson-Odoi,Home,Matchweek 1,Chelsea,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5189,Callum Hudson-Odoi,Away,Matchweek 2,Chelsea,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5190,Callum Hudson-Odoi,Away,Matchweek 3,Chelsea,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5191,Callum Hudson-Odoi,Home,Matchweek 4,Chelsea,Aston Villa,81,0.0,0.0,45
5192,Callum Hudson-Odoi,Away,Matchweek 5,Chelsea,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5193,Callum Hudson-Odoi,Home,Matchweek 6,Chelsea,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5194,Callum Hudson-Odoi,Home,Matchweek 7,Chelsea,Southampton,64,0.1,0.1,28
5195,Callum Hudson-Odoi,Away,Matchweek 8,Chelsea,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5196,Callum Hudson-Odoi,Home,Matchweek 9,Chelsea,Norwich City,69,0.2,0.3,37
5197,Callum Hudson-Odoi,Away,Matchweek 10,Chelsea,Newcastle Utd,87,0.0,0.2,67
5198,Callum Hudson-Odoi,Home,Matchweek 11,Chelsea,Burnley,84,0.5,0.7,34
5199,Callum Hudson-Odoi,Away,Matchweek 12,Chelsea,Leicester City,90,0.1,0.0,43
5200,Callum Hudson-Odoi,Home,Matchweek 13,Chelsea,Manchester Utd,77,0.3,0.5,37
5201,Callum Hudson-Odoi,Away,Matchweek 14,Chelsea,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5202,Callum Hudson-Odoi,Away,Matchweek 15,Chelsea,West Ham,27,0.0,0.1,23
5203,Callum Hudson-Odoi,Home,Matchweek 16,Chelsea,Leeds United,17,0.0,0.1,10
5204,Callum Hudson-Odoi,Away,Matchweek 19,Chelsea,Aston Villa,90,0.6,0.1,39
5205,Callum Hudson-Odoi,Home,Matchweek 20,Chelsea,Brighton,66,0.0,0.0,27
5206,Callum Hudson-Odoi,Home,Matchweek 21,Chelsea,Liverpool,12,0.0,0.0,4
5207,Callum Hudson-Odoi,Away,Matchweek 22,Chelsea,Manchester City,22,0.0,0.0,13
5208,Callum Hudson-Odoi,Away,Matchweek 24,Chelsea,Brighton,90,0.2,0.1,44
5209,Callum Hudson-Odoi,Home,Matchweek 23,Chelsea,Tottenham,86,0.2,0.1,54
5210,Will Hughes,Home,Matchweek 4,Crystal Palace,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5211,Will Hughes,Away,Matchweek 5,Crystal Palace,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5212,Will Hughes,Home,Matchweek 6,Crystal Palace,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5213,Will Hughes,Home,Matchweek 7,Crystal Palace,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5214,Will Hughes,Away,Matchweek 8,Crystal Palace,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5215,Will Hughes,Home,Matchweek 9,Crystal Palace,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5216,Will Hughes,Away,Matchweek 12,Crystal Palace,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5217,Will Hughes,Home,Matchweek 13,Crystal Palace,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5218,Will Hughes,Away,Matchweek 14,Crystal Palace,Leeds United,11,0.0,0.0,8
5219,Will Hughes,Away,Matchweek 15,Crystal Palace,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5220,Will Hughes,Home,Matchweek 16,Crystal Palace,Everton,72,0.0,0.3,51
5221,Will Hughes,Home,Matchweek 17,Crystal Palace,Southampton,90,0.0,0.0,55
5222,Will Hughes,Away,Matchweek 19,Crystal Palace,Tottenham,90,0.0,0.0,46
5223,Will Hughes,Home,Matchweek 20,Crystal Palace,Norwich City,72,0.0,0.1,46
5224,Will Hughes,Home,Matchweek 21,Crystal Palace,West Ham,74,0.0,0.1,53
5225,Will Hughes,Away,Matchweek 22,Crystal Palace,Brighton,90,0.0,0.0,35
5226,Will Hughes,Home,Matchweek 23,Crystal Palace,Liverpool,76,0.0,0.0,42
5227,Will Hughes,Away,Matchweek 24,Crystal Palace,Norwich City,90,0.1,0.0,66
5228,Will Hughes,Away,Matchweek 25,Crystal Palace,Brentford,65,0.0,0.0,60
5229,Will Hughes,Home,Matchweek 26,Crystal Palace,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5230,Will Hughes,Away,Matchweek 18,Crystal Palace,Watford,79,0.0,0.0,44
5231,Will Hughes,Home,Matchweek 27,Crystal Palace,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5232,Will Hughes,Away,Matchweek 28,Crystal Palace,Wolves,9,0.0,0.0,3
5233,Will Hughes,Home,Matchweek 31,Crystal Palace,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5234,Will Hughes,Away,Matchweek 30,Crystal Palace,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5235,Will Hughes,Home,Matchweek 34,Crystal Palace,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5236,Will Hughes,Away,Matchweek 35,Crystal Palace,Southampton,7,0.0,0.0,5
5237,Will Hughes,Home,Matchweek 36,Crystal Palace,Watford,90,0.0,0.1,60
5238,Will Hughes,Away,Matchweek 37,Crystal Palace,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5239,Will Hughes,Away,Matchweek 33,Crystal Palace,Everton,56,0.0,0.0,41
5240,Will Hughes,Home,Matchweek 38,Crystal Palace,Manchester Utd,82,0.0,0.0,34
5241,Adam Idah,Home,Matchweek 1,Norwich City,Liverpool,14,0.3,0.0,6
5242,Adam Idah,Away,Matchweek 2,Norwich City,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5243,Adam Idah,Home,Matchweek 3,Norwich City,Leicester City,12,0.2,0.0,6
5244,Adam Idah,Away,Matchweek 4,Norwich City,Arsenal,11,0.0,0.2,3
5245,Adam Idah,Home,Matchweek 5,Norwich City,Watford,3,0.0,0.0,3
5246,Adam Idah,Away,Matchweek 6,Norwich City,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5247,Adam Idah,Away,Matchweek 7,Norwich City,Burnley,1,0.0,0.0,5
5248,Adam Idah,Home,Matchweek 8,Norwich City,Brighton,1,0.0,0.0,2
5249,Adam Idah,Away,Matchweek 9,Norwich City,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5250,Adam Idah,Home,Matchweek 10,Norwich City,Leeds United,14,0.0,0.0,3
5251,Adam Idah,Away,Matchweek 11,Norwich City,Brentford,1,0.0,0.0,3
5252,Adam Idah,Home,Matchweek 12,Norwich City,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5253,Adam Idah,Home,Matchweek 13,Norwich City,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5254,Adam Idah,Away,Matchweek 14,Norwich City,Newcastle Utd,24,0.1,0.0,10
5255,Adam Idah,Away,Matchweek 15,Norwich City,Tottenham,68,0.6,0.2,22
5256,Adam Idah,Home,Matchweek 16,Norwich City,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5257,Adam Idah,Home,Matchweek 17,Norwich City,Aston Villa,30,0.1,0.0,19
5258,Adam Idah,Home,Matchweek 19,Norwich City,Arsenal,19,0.0,0.0,10
5259,Adam Idah,Away,Matchweek 20,Norwich City,Crystal Palace,90,0.0,0.0,30
5260,Adam Idah,Away,Matchweek 18,Norwich City,West Ham,74,0.1,0.1,25
5261,Adam Idah,Home,Matchweek 22,Norwich City,Everton,90,0.4,0.0,42
5262,Adam Idah,Away,Matchweek 23,Norwich City,Watford,90,0.0,0.0,25
5263,Adam Idah,Home,Matchweek 24,Norwich City,Crystal Palace,83,0.2,0.1,21
5264,Kelechi Iheanacho,Home,Matchweek 1,Leicester City,Wolves,19,0.0,0.0,15
5265,Kelechi Iheanacho,Away,Matchweek 2,Leicester City,West Ham,10,0.0,0.0,5
5266,Kelechi Iheanacho,Away,Matchweek 3,Leicester City,Norwich City,24,0.1,0.0,15
5267,Kelechi Iheanacho,Home,Matchweek 4,Leicester City,Manchester City,18,0.2,0.3,13
5268,Kelechi Iheanacho,Away,Matchweek 5,Leicester City,Brighton,16,0.0,0.1,8
5269,Kelechi Iheanacho,Home,Matchweek 6,Leicester City,Burnley,29,0.1,0.5,15
5270,Kelechi Iheanacho,Away,Matchweek 7,Leicester City,Crystal Palace,70,0.5,0.3,25
5271,Kelechi Iheanacho,Home,Matchweek 8,Leicester City,Manchester Utd,76,0.3,0.0,40
5272,Kelechi Iheanacho,Away,Matchweek 9,Leicester City,Brentford,90,0.0,0.1,42
5273,Kelechi Iheanacho,Home,Matchweek 10,Leicester City,Arsenal,45,0.0,0.0,22
5274,Kelechi Iheanacho,Away,Matchweek 11,Leicester City,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5275,Kelechi Iheanacho,Home,Matchweek 12,Leicester City,Chelsea,45,0.0,0.0,26
5276,Kelechi Iheanacho,Home,Matchweek 13,Leicester City,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5277,Kelechi Iheanacho,Away,Matchweek 14,Leicester City,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5278,Kelechi Iheanacho,Away,Matchweek 15,Leicester City,Aston Villa,5,0.0,0.0,4
5279,Kelechi Iheanacho,Away,Matchweek 19,Leicester City,Manchester City,90,0.7,0.8,24
5280,Kelechi Iheanacho,Home,Matchweek 20,Leicester City,Liverpool,55,0.0,0.1,29
5281,Kelechi Iheanacho,Away,Matchweek 24,Leicester City,Liverpool,31,0.0,0.0,16
5282,Kelechi Iheanacho,Home,Matchweek 25,Leicester City,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5283,Kelechi Iheanacho,Away,Matchweek 26,Leicester City,Wolves,18,0.0,0.0,3
5284,Kelechi Iheanacho,Away,Matchweek 22,Leicester City,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5285,Kelechi Iheanacho,Home,Matchweek 28,Leicester City,Leeds United,30,0.0,0.1,18
5286,Kelechi Iheanacho,Away,Matchweek 29,Leicester City,Arsenal,73,0.0,0.0,23
5287,Kelechi Iheanacho,Home,Matchweek 30,Leicester City,Brentford,85,0.3,0.1,34
5288,Kelechi Iheanacho,Away,Matchweek 31,Leicester City,Manchester Utd,89,0.4,0.0,40
5289,Kelechi Iheanacho,Home,Matchweek 32,Leicester City,Crystal Palace,15,0.0,0.0,4
5290,Kelechi Iheanacho,Away,Matchweek 33,Leicester City,Newcastle Utd,13,0.2,0.0,3
5291,Kelechi Iheanacho,Away,Matchweek 18,Leicester City,Everton,76,0.1,0.1,22
5292,Kelechi Iheanacho,Home,Matchweek 34,Leicester City,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5293,Kelechi Iheanacho,Away,Matchweek 35,Leicester City,Tottenham,90,0.1,0.0,33
5294,Kelechi Iheanacho,Home,Matchweek 36,Leicester City,Everton,90,0.1,0.2,40
5295,Kelechi Iheanacho,Home,Matchweek 21,Leicester City,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5296,Kelechi Iheanacho,Away,Matchweek 37,Leicester City,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5297,Kelechi Iheanacho,Away,Matchweek 27,Leicester City,Chelsea,62,0.0,0.0,21
5298,Kelechi Iheanacho,Home,Matchweek 38,Leicester City,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5299,Danny Ings,Away,Matchweek 1,Aston Villa,Watford,90,0.8,0.0,22
5300,Danny Ings,Home,Matchweek 2,Aston Villa,Newcastle Utd,89,0.1,0.0,17
5301,Danny Ings,Home,Matchweek 3,Aston Villa,Brentford,90,0.2,0.1,26
5302,Danny Ings,Away,Matchweek 4,Aston Villa,Chelsea,68,0.1,0.0,14
5303,Danny Ings,Home,Matchweek 5,Aston Villa,Everton,90,0.1,0.3,31
5304,Danny Ings,Away,Matchweek 6,Aston Villa,Manchester Utd,77,0.0,0.0,40
5305,Danny Ings,Away,Matchweek 7,Aston Villa,Tottenham,88,0.1,0.0,23
5306,Danny Ings,Home,Matchweek 8,Aston Villa,Wolves,90,0.6,0.0,21
5307,Danny Ings,Away,Matchweek 9,Aston Villa,Arsenal,76,0.2,0.0,23
5308,Danny Ings,Home,Matchweek 12,Aston Villa,Brighton,65,0.0,0.0,16
5309,Danny Ings,Away,Matchweek 13,Aston Villa,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5310,Danny Ings,Away,Matchweek 16,Aston Villa,Liverpool,17,0.1,0.2,7
5311,Danny Ings,Away,Matchweek 17,Aston Villa,Norwich City,31,0.0,0.0,18
5312,Danny Ings,Home,Matchweek 19,Aston Villa,Chelsea,72,0.3,0.0,22
5313,Danny Ings,Away,Matchweek 21,Aston Villa,Brentford,90,0.7,0.1,36
5314,Danny Ings,Home,Matchweek 22,Aston Villa,Manchester Utd,75,0.0,0.0,28
5315,Danny Ings,Away,Matchweek 23,Aston Villa,Everton,12,0.0,0.0,4
5316,Danny Ings,Home,Matchweek 24,Aston Villa,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5317,Danny Ings,Away,Matchweek 25,Aston Villa,Newcastle Utd,19,0.1,0.0,9
5318,Danny Ings,Home,Matchweek 26,Aston Villa,Watford,90,0.7,0.0,32
5319,Danny Ings,Away,Matchweek 27,Aston Villa,Brighton,78,0.0,0.0,23
5320,Danny Ings,Home,Matchweek 28,Aston Villa,Southampton,70,0.3,0.4,26
5321,Danny Ings,Away,Matchweek 20,Aston Villa,Leeds United,70,0.0,0.3,33
5322,Danny Ings,Away,Matchweek 29,Aston Villa,West Ham,68,0.1,0.1,19
5323,Danny Ings,Home,Matchweek 30,Aston Villa,Arsenal,9,0.1,0.0,4
5324,Danny Ings,Home,Matchweek 32,Aston Villa,Tottenham,69,0.7,0.1,26
5325,Danny Ings,Away,Matchweek 34,Aston Villa,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5326,Danny Ings,Home,Matchweek 35,Aston Villa,Norwich City,51,0.8,0.3,28
5327,Danny Ings,Away,Matchweek 36,Aston Villa,Burnley,73,0.5,0.0,19
5328,Danny Ings,Home,Matchweek 33,Aston Villa,Liverpool,90,0.2,0.0,29
5329,Danny Ings,Home,Matchweek 37,Aston Villa,Crystal Palace,70,0.2,0.0,23
5330,Danny Ings,Home,Matchweek 18,Aston Villa,Burnley,13,0.3,0.0,4
5331,Tim Iroegbunam,Home,Matchweek 15,Aston Villa,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5332,Tim Iroegbunam,Away,Matchweek 17,Aston Villa,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5333,Tim Iroegbunam,Home,Matchweek 19,Aston Villa,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5334,Tim Iroegbunam,Away,Matchweek 21,Aston Villa,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5335,Tim Iroegbunam,Home,Matchweek 22,Aston Villa,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5336,Tim Iroegbunam,Away,Matchweek 23,Aston Villa,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5337,Tim Iroegbunam,Home,Matchweek 24,Aston Villa,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5338,Tim Iroegbunam,Away,Matchweek 25,Aston Villa,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5339,Tim Iroegbunam,Home,Matchweek 26,Aston Villa,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5340,Tim Iroegbunam,Away,Matchweek 27,Aston Villa,Brighton,5,0.0,0.0,5
5341,Tim Iroegbunam,Home,Matchweek 28,Aston Villa,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5342,Tim Iroegbunam,Away,Matchweek 20,Aston Villa,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5343,Tim Iroegbunam,Away,Matchweek 29,Aston Villa,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5344,Tim Iroegbunam,Home,Matchweek 30,Aston Villa,Arsenal,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5345,Tim Iroegbunam,Away,Matchweek 31,Aston Villa,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5346,Tim Iroegbunam,Away,Matchweek 34,Aston Villa,Leicester City,15,0.0,0.0,7
5347,Tim Iroegbunam,Home,Matchweek 35,Aston Villa,Norwich City,72,0.1,0.0,21
5348,Tim Iroegbunam,Away,Matchweek 36,Aston Villa,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5349,Tim Iroegbunam,Home,Matchweek 33,Aston Villa,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5350,Tim Iroegbunam,Home,Matchweek 37,Aston Villa,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5351,Tim Iroegbunam,Home,Matchweek 18,Aston Villa,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5352,Tim Iroegbunam,Away,Matchweek 38,Aston Villa,Manchester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5353,Alex Iwobi,Home,Matchweek 1,Everton,Southampton,21,0.2,0.1,18
5354,Alex Iwobi,Away,Matchweek 2,Everton,Leeds United,74,0.0,0.5,27
5355,Alex Iwobi,Away,Matchweek 3,Everton,Brighton,21,0.1,0.1,20
5356,Alex Iwobi,Home,Matchweek 4,Everton,Burnley,3,0.0,0.0,5
5357,Alex Iwobi,Away,Matchweek 5,Everton,Aston Villa,80,0.1,0.0,32
5358,Alex Iwobi,Home,Matchweek 6,Everton,Norwich City,88,0.0,0.1,52
5359,Alex Iwobi,Home,Matchweek 8,Everton,West Ham,78,0.2,0.0,35
5360,Alex Iwobi,Home,Matchweek 9,Everton,Watford,14,0.0,0.0,7
5361,Alex Iwobi,Away,Matchweek 10,Everton,Wolves,77,0.2,0.3,31
5362,Alex Iwobi,Home,Matchweek 11,Everton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5363,Alex Iwobi,Away,Matchweek 12,Everton,Manchester City,74,0.0,0.1,34
5364,Alex Iwobi,Away,Matchweek 13,Everton,Brentford,90,0.1,0.0,46
5365,Alex Iwobi,Home,Matchweek 14,Everton,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5366,Alex Iwobi,Home,Matchweek 15,Everton,Arsenal,4,0.2,0.0,3
5367,Alex Iwobi,Away,Matchweek 16,Everton,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5368,Alex Iwobi,Away,Matchweek 17,Everton,Chelsea,90,0.0,0.0,22
5369,Alex Iwobi,Home,Matchweek 21,Everton,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5370,Alex Iwobi,Away,Matchweek 24,Everton,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5371,Alex Iwobi,Home,Matchweek 25,Everton,Leeds United,90,0.2,0.2,61
5372,Alex Iwobi,Away,Matchweek 26,Everton,Southampton,64,0.0,0.0,29
5373,Alex Iwobi,Home,Matchweek 27,Everton,Manchester City,87,0.0,0.0,33
5374,Alex Iwobi,Away,Matchweek 28,Everton,Tottenham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5375,Alex Iwobi,Home,Matchweek 29,Everton,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
5376,Alex Iwobi,Home,Matchweek 20,Everton,Newcastle Utd,90,0.2,0.0,37
5377,Alex Iwobi,Away,Matchweek 31,Everton,West Ham,90,0.0,0.3,60
5378,Alex Iwobi,Away,Matchweek 19,Everton,Burnley,90,0.0,0.0,50
5379,Alex Iwobi,Home,Matchweek 32,Everton,Manchester Utd,90,0.0,0.0,44
5380,Alex Iwobi,Home,Matchweek 18,Everton,Leicester City,90,0.1,0.1,38
5381,Alex Iwobi,Away,Matchweek 34,Everton,Liverpool,90,0.0,0.1,32
5382,Alex Iwobi,Home,Matchweek 35,Everton,Chelsea,90,0.0,0.0,46
5383,Alex Iwobi,Away,Matchweek 36,Everton,Leicester City,90,0.0,0.0,66
5384,Alex Iwobi,Away,Matchweek 30,Everton,Watford,90,0.0,0.7,78
5385,Alex Iwobi,Home,Matchweek 37,Everton,Brentford,90,0.0,0.1,39
5386,Alex Iwobi,Home,Matchweek 33,Everton,Crystal Palace,90,0.0,0.0,68
5387,Alex Iwobi,Away,Matchweek 38,Everton,Arsenal,90,0.0,0.0,39
5388,Daniel James,Home,Matchweek 1,Manchester Utd,Leeds United,74,0.2,0.0,34
