,Name,Venue,Round,Squad,Opponent,Min,xG,xA,Touches
254,Trent Alexander-Arnold,Home,Matchweek 31,Liverpool,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
255,Trent Alexander-Arnold,Away,Matchweek 32,Liverpool,Manchester City,90,0.0,0.2,60
256,Trent Alexander-Arnold,Home,Matchweek 30,Liverpool,Manchester Utd,90,0.0,0.1,100
257,Trent Alexander-Arnold,Home,Matchweek 34,Liverpool,Everton,90,0.0,0.4,126
258,Trent Alexander-Arnold,Away,Matchweek 35,Liverpool,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
259,Trent Alexander-Arnold,Home,Matchweek 36,Liverpool,Tottenham,90,0.1,0.1,117
260,Trent Alexander-Arnold,Away,Matchweek 33,Liverpool,Aston Villa,90,0.1,0.0,103
261,Trent Alexander-Arnold,Home,Matchweek 38,Liverpool,Wolves,90,0.2,0.7,89
262,Allan,Home,Matchweek 1,Everton,Southampton,90,0.0,0.0,45
263,Allan,Away,Matchweek 2,Everton,Leeds United,90,0.0,0.0,35
264,Allan,Away,Matchweek 3,Everton,Brighton,90,0.0,0.2,49
265,Allan,Home,Matchweek 4,Everton,Burnley,90,0.0,0.0,61
266,Allan,Away,Matchweek 5,Everton,Aston Villa,71,0.0,0.0,38
267,Allan,Home,Matchweek 6,Everton,Norwich City,90,0.0,0.0,34
268,Allan,Away,Matchweek 7,Everton,Manchester Utd,90,0.0,0.0,34
269,Allan,Home,Matchweek 8,Everton,West Ham,90,0.0,0.0,54
270,Allan,Home,Matchweek 9,Everton,Watford,90,0.1,0.0,61
271,Allan,Away,Matchweek 10,Everton,Wolves,90,0.0,0.0,56
272,Allan,Home,Matchweek 11,Everton,Tottenham,81,0.0,0.1,47
273,Allan,Away,Matchweek 12,Everton,Manchester City,89,0.0,0.0,32
274,Allan,Away,Matchweek 13,Everton,Brentford,90,0.0,0.1,78
275,Allan,Home,Matchweek 14,Everton,Liverpool,90,0.0,0.0,42
276,Allan,Home,Matchweek 15,Everton,Arsenal,90,0.0,0.0,45
277,Allan,Away,Matchweek 17,Everton,Chelsea,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
278,Allan,Home,Matchweek 21,Everton,Brighton,86,0.0,0.0,49
279,Allan,Home,Matchweek 23,Everton,Aston Villa,40,0.0,0.1,17
280,Allan,Away,Matchweek 24,Everton,Newcastle Utd,90,0.0,0.0,92
281,Allan,Home,Matchweek 25,Everton,Leeds United,90,0.0,0.0,44
282,Allan,Away,Matchweek 26,Everton,Southampton,45,0.0,0.0,31
283,Allan,Home,Matchweek 27,Everton,Manchester City,90,0.0,0.2,41
284,Allan,Away,Matchweek 28,Everton,Tottenham,90,0.0,0.0,89
285,Allan,Home,Matchweek 29,Everton,Wolves,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
286,Allan,Home,Matchweek 20,Everton,Newcastle Utd,82,0.0,0.0,41
287,Allan,Home,Matchweek 32,Everton,Manchester Utd,90,0.0,0.0,51
288,Allan,Home,Matchweek 18,Everton,Leicester City,57,0.0,0.0,26
289,Allan,Away,Matchweek 34,Everton,Liverpool,72,0.0,0.0,21
290,Allan,Home,Matchweek 35,Everton,Chelsea,20,0.0,0.0,10
291,Allan,Away,Matchweek 36,Everton,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
292,Allan,Away,Matchweek 30,Everton,Watford,10,0.0,0.0,12
293,Allan,Home,Matchweek 37,Everton,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
294,Allan,Home,Matchweek 33,Everton,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
295,Dele Alli,Home,Matchweek 1,Tottenham,Manchester City,90,0.0,0.0,33
296,Dele Alli,Away,Matchweek 2,Tottenham,Wolves,90,0.8,0.0,55
297,Dele Alli,Home,Matchweek 3,Tottenham,Watford,90,0.3,0.0,51
298,Dele Alli,Away,Matchweek 4,Tottenham,Crystal Palace,90,0.0,0.0,31
299,Dele Alli,Home,Matchweek 5,Tottenham,Chelsea,90,0.0,0.0,49
300,Dele Alli,Away,Matchweek 6,Tottenham,Arsenal,45,0.0,0.0,20
301,Dele Alli,Home,Matchweek 7,Tottenham,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
302,Dele Alli,Away,Matchweek 8,Tottenham,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
303,Dele Alli,Away,Matchweek 9,Tottenham,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
304,Dele Alli,Home,Matchweek 10,Tottenham,Manchester Utd,18,0.0,0.0,11
305,Dele Alli,Away,Matchweek 11,Tottenham,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
306,Dele Alli,Home,Matchweek 14,Tottenham,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
307,Dele Alli,Home,Matchweek 15,Tottenham,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
308,Dele Alli,Home,Matchweek 18,Tottenham,Liverpool,80,0.4,0.8,39
309,Dele Alli,Home,Matchweek 19,Tottenham,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
310,Dele Alli,Away,Matchweek 20,Tottenham,Southampton,61,0.0,0.0,41
311,Dele Alli,Away,Matchweek 21,Tottenham,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
312,Dele Alli,Away,Matchweek 17,Tottenham,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
313,Dele Alli,Away,Matchweek 24,Everton,Newcastle Utd,66,0.0,0.0,42
314,Dele Alli,Home,Matchweek 25,Everton,Leeds United,19,0.0,0.1,18
315,Dele Alli,Away,Matchweek 26,Everton,Southampton,16,0.0,0.0,18
316,Dele Alli,Home,Matchweek 27,Everton,Manchester City,20,0.0,0.1,13
317,Dele Alli,Away,Matchweek 28,Everton,Tottenham,22,0.0,0.0,27
318,Dele Alli,Home,Matchweek 29,Everton,Wolves,32,0.0,0.0,14
319,Dele Alli,Home,Matchweek 20,Everton,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
320,Dele Alli,Away,Matchweek 31,Everton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
321,Dele Alli,Away,Matchweek 19,Everton,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
322,Dele Alli,Home,Matchweek 32,Everton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
323,Dele Alli,Home,Matchweek 18,Everton,Leicester City,33,0.0,0.0,20
324,Dele Alli,Away,Matchweek 34,Everton,Liverpool,18,0.0,0.0,19
325,Dele Alli,Home,Matchweek 35,Everton,Chelsea,1,0.0,0.0,3
326,Dele Alli,Away,Matchweek 36,Everton,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
327,Dele Alli,Away,Matchweek 30,Everton,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
328,Dele Alli,Home,Matchweek 37,Everton,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
329,Dele Alli,Home,Matchweek 33,Everton,Crystal Palace,45,0.0,0.0,32
330,Dele Alli,Away,Matchweek 38,Everton,Arsenal,66,0.0,0.0,26
331,Dele Alli,Home,Matchweek 1,Tottenham,Manchester City,90,0.0,0.0,33
332,Dele Alli,Away,Matchweek 2,Tottenham,Wolves,90,0.8,0.0,55
333,Dele Alli,Home,Matchweek 3,Tottenham,Watford,90,0.3,0.0,51
334,Dele Alli,Away,Matchweek 4,Tottenham,Crystal Palace,90,0.0,0.0,31
335,Dele Alli,Home,Matchweek 5,Tottenham,Chelsea,90,0.0,0.0,49
336,Dele Alli,Away,Matchweek 6,Tottenham,Arsenal,45,0.0,0.0,20
337,Dele Alli,Home,Matchweek 7,Tottenham,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
338,Dele Alli,Away,Matchweek 8,Tottenham,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
339,Dele Alli,Away,Matchweek 9,Tottenham,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
340,Dele Alli,Home,Matchweek 10,Tottenham,Manchester Utd,18,0.0,0.0,11
341,Dele Alli,Away,Matchweek 11,Tottenham,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
342,Dele Alli,Home,Matchweek 14,Tottenham,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
343,Dele Alli,Home,Matchweek 15,Tottenham,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
344,Dele Alli,Home,Matchweek 18,Tottenham,Liverpool,80,0.4,0.8,39
345,Dele Alli,Home,Matchweek 19,Tottenham,Crystal Palace,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
346,Dele Alli,Away,Matchweek 20,Tottenham,Southampton,61,0.0,0.0,41
347,Dele Alli,Away,Matchweek 21,Tottenham,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
348,Dele Alli,Away,Matchweek 17,Tottenham,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
349,Dele Alli,Away,Matchweek 24,Everton,Newcastle Utd,66,0.0,0.0,42
350,Dele Alli,Home,Matchweek 25,Everton,Leeds United,19,0.0,0.1,18
351,Dele Alli,Away,Matchweek 26,Everton,Southampton,16,0.0,0.0,18
352,Dele Alli,Home,Matchweek 27,Everton,Manchester City,20,0.0,0.1,13
353,Dele Alli,Away,Matchweek 28,Everton,Tottenham,22,0.0,0.0,27
354,Dele Alli,Home,Matchweek 29,Everton,Wolves,32,0.0,0.0,14
355,Dele Alli,Home,Matchweek 20,Everton,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
356,Dele Alli,Away,Matchweek 31,Everton,West Ham,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
357,Dele Alli,Away,Matchweek 19,Everton,Burnley,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
358,Dele Alli,Home,Matchweek 32,Everton,Manchester Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
359,Dele Alli,Home,Matchweek 18,Everton,Leicester City,33,0.0,0.0,20
360,Dele Alli,Away,Matchweek 34,Everton,Liverpool,18,0.0,0.0,19
361,Dele Alli,Home,Matchweek 35,Everton,Chelsea,1,0.0,0.0,3
362,Dele Alli,Away,Matchweek 36,Everton,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
363,Dele Alli,Away,Matchweek 30,Everton,Watford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
364,Dele Alli,Home,Matchweek 37,Everton,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
365,Dele Alli,Home,Matchweek 33,Everton,Crystal Palace,45,0.0,0.0,32
366,Dele Alli,Away,Matchweek 38,Everton,Arsenal,66,0.0,0.0,26
367,Miguel Almirón,Home,Matchweek 1,Newcastle Utd,West Ham,90,0.1,0.0,42
368,Miguel Almirón,Away,Matchweek 2,Newcastle Utd,Aston Villa,90,0.0,0.1,31
369,Miguel Almirón,Home,Matchweek 3,Newcastle Utd,Southampton,90,0.0,0.0,34
370,Miguel Almirón,Away,Matchweek 4,Newcastle Utd,Manchester Utd,90,0.0,0.0,34
371,Miguel Almirón,Home,Matchweek 5,Newcastle Utd,Leeds United,61,0.3,0.2,29
372,Miguel Almirón,Away,Matchweek 6,Newcastle Utd,Watford,78,0.1,0.0,39
373,Miguel Almirón,Away,Matchweek 7,Newcastle Utd,Wolves,76,0.0,0.0,31
374,Miguel Almirón,Away,Matchweek 9,Newcastle Utd,Crystal Palace,25,0.0,0.0,15
375,Miguel Almirón,Home,Matchweek 10,Newcastle Utd,Chelsea,24,0.0,0.0,4
376,Miguel Almirón,Away,Matchweek 11,Newcastle Utd,Brighton,73,0.0,0.0,26
377,Miguel Almirón,Home,Matchweek 12,Newcastle Utd,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
378,Miguel Almirón,Away,Matchweek 13,Newcastle Utd,Arsenal,24,0.0,0.0,18
379,Miguel Almirón,Home,Matchweek 14,Newcastle Utd,Norwich City,14,0.0,0.0,9
380,Miguel Almirón,Home,Matchweek 15,Newcastle Utd,Burnley,84,0.3,0.0,37
381,Miguel Almirón,Away,Matchweek 16,Newcastle Utd,Leicester City,61,0.0,0.0,28
382,Miguel Almirón,Away,Matchweek 17,Newcastle Utd,Liverpool,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
383,Miguel Almirón,Home,Matchweek 18,Newcastle Utd,Manchester City,79,0.0,0.0,29
384,Miguel Almirón,Home,Matchweek 19,Newcastle Utd,Manchester Utd,16,0.0,0.0,9
385,Miguel Almirón,Home,Matchweek 22,Newcastle Utd,Watford,5,0.0,0.0,3
386,Miguel Almirón,Away,Matchweek 23,Newcastle Utd,Leeds United,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
387,Miguel Almirón,Home,Matchweek 24,Newcastle Utd,Everton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
388,Miguel Almirón,Home,Matchweek 25,Newcastle Utd,Aston Villa,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
389,Miguel Almirón,Away,Matchweek 26,Newcastle Utd,West Ham,12,0.0,0.0,9
390,Miguel Almirón,Home,Matchweek 28,Newcastle Utd,Brighton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
391,Miguel Almirón,Away,Matchweek 21,Newcastle Utd,Southampton,6,0.0,0.0,7
392,Miguel Almirón,Away,Matchweek 29,Newcastle Utd,Chelsea,68,0.0,0.0,24
393,Miguel Almirón,Away,Matchweek 20,Newcastle Utd,Everton,70,0.0,0.1,34
394,Miguel Almirón,Home,Matchweek 32,Newcastle Utd,Wolves,78,0.1,0.0,28
395,Miguel Almirón,Home,Matchweek 33,Newcastle Utd,Leicester City,69,0.1,0.1,29
396,Miguel Almirón,Home,Matchweek 30,Newcastle Utd,Crystal Palace,76,0.6,0.0,41
397,Miguel Almirón,Away,Matchweek 34,Newcastle Utd,Norwich City,24,0.1,0.0,19
398,Miguel Almirón,Home,Matchweek 35,Newcastle Utd,Liverpool,90,0.0,0.0,24
399,Miguel Almirón,Away,Matchweek 36,Newcastle Utd,Manchester City,79,0.0,0.0,24
400,Miguel Almirón,Home,Matchweek 37,Newcastle Utd,Arsenal,75,0.0,0.0,42
401,Miguel Almirón,Away,Matchweek 38,Newcastle Utd,Burnley,88,0.1,0.0,41
402,Marcos Alonso,Home,Matchweek 1,Chelsea,Crystal Palace,85,0.1,0.2,67
403,Marcos Alonso,Away,Matchweek 2,Chelsea,Arsenal,90,0.0,0.3,65
404,Marcos Alonso,Away,Matchweek 3,Chelsea,Liverpool,90,0.0,0.1,69
405,Marcos Alonso,Home,Matchweek 4,Chelsea,Aston Villa,90,0.1,0.0,58
406,Marcos Alonso,Away,Matchweek 5,Chelsea,Tottenham,90,0.5,0.2,94
407,Marcos Alonso,Home,Matchweek 6,Chelsea,Manchester City,90,0.1,0.0,53
408,Marcos Alonso,Home,Matchweek 7,Chelsea,Southampton,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
409,Marcos Alonso,Away,Matchweek 8,Chelsea,Brentford,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
410,Marcos Alonso,Home,Matchweek 9,Chelsea,Norwich City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
411,Marcos Alonso,Away,Matchweek 10,Chelsea,Newcastle Utd,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
412,Marcos Alonso,Away,Matchweek 12,Chelsea,Leicester City,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play"
413,Marcos Alonso,Home,Matchweek 13,Chelsea,Manchester Utd,77,0.0,0.4,76
414,Marcos Alonso,Away,Matchweek 14,Chelsea,Watford,90,0.0,0.0,67
415,Marcos Alonso,Away,Matchweek 15,Chelsea,West Ham,71,0.0,0.0,47
416,Marcos Alonso,Home,Matchweek 16,Chelsea,Leeds United,86,0.1,0.3,64
